,timedelta
25615,57
25618,56
25619,38
25620,33
25625,7
25626,33
25632,6
25633,34
25635,53
25636,60
25637,56
25638,54
25639,14
25640,53
25642,26
25643,9
25645,55
25646,17
25647,53
25648,22
25649,50
25656,20
25658,23
25665,33
25668,3
25672,37
25674,40
25677,33
25678,60
25680,25
25681,7
25686,4
25688,34
25691,28
25692,55
25697,38
25699,7
25700,23
25701,48
25702,40
25703,19
25706,25
25707,24
25708,1
25709,1
25710,2
25713,56
25719,28
25721,11
25722,14
25723,59
25724,53
25725,5
25726,22
25729,54
25732,55
25737,40
25740,25
25741,55
25745,42
25746,57
25747,51
25748,50
25750,37
25753,34
25754,50
25755,10
25756,38
25758,59
25759,5
25760,2
25761,12
25764,46
25766,35
25767,45
25768,20
25773,0
25775,25
25776,51
25778,54
25781,46
25782,32
25784,31
25787,5
25788,14
25790,2
25793,12
25798,25
25801,46
25803,47
25806,29
25812,56
25817,18
25819,41
25820,25
25821,14
25822,19
25823,53
25824,16
25827,3
25830,25
25831,49
25833,24
25838,26
25839,25
25841,21
25842,32
25845,41
25849,11
25850,55
25851,11
25852,29
25854,47
25855,15
25872,4
25873,42
25874,11
25875,36
25878,33
25882,26
25884,51
25885,28
25887,12
25890,35
25894,33
25895,16
25898,31
25902,28
25903,4
25904,58
25908,10
25911,44
25912,58
25921,56
25923,23
25925,25
25926,3
25928,1
25931,31
25934,60
25935,27
25936,24
25940,48
25941,33
25951,3
25952,17
25953,2
25954,34
25957,56
25958,59
25961,17
25963,20
25964,35
25965,15
25967,17
25969,5
25970,20
25972,37
25974,59
25980,31
25981,50
25982,10
25990,38
25993,45
25998,58
25999,18
26000,30
26005,21
26007,58
26012,27
26015,31
26016,10
26017,2
26018,15
26020,25
26022,23
26024,15
26025,55
26026,33
26027,31
26029,6
26033,3
26036,10
26040,27
26041,57
26042,30
26045,38
26048,46
26050,32
26052,5
26053,1
26055,49
26057,33
26059,50
26060,7
26061,49
26062,33
26065,52
26069,18
26072,4
26073,23
26082,21
26085,15
26087,39
26089,29
26092,40
26097,9
26098,16
26101,8
26102,54
26106,6
26109,26
26110,9
26112,49
26113,60
26115,48
26121,37
26123,17
26125,35
26127,40
26129,32
26132,44
26133,58
26134,3
26136,29
26137,30
26138,39
26139,49
26140,22
26142,45
26143,2
26147,16
26148,10
26150,57
26156,16
26157,15
26158,37
26161,36
26168,57
26172,43
26179,37
26180,6
26181,53
26184,12
26188,34
26189,57
26191,44
26194,2
26196,4
26197,35
26203,3
26205,12
26206,29
26207,51
26209,49
26212,36
26213,38
26214,36
26217,59
26219,2
26220,30
26222,4
26223,2
26227,39
26230,60
26231,8
26232,29
26234,35
26236,41
26237,2
26238,2
26242,51
26243,16
26248,2
26249,2
26251,37
26254,10
26257,24
26258,20
26261,11
26262,2
26271,2
26274,31
26275,3
26278,22
26279,0
26280,14
26285,42
26287,12
26288,7
26291,50
26292,59
26293,38
26294,11
26296,40
26300,57
26304,50
26306,13
26307,40
26311,7
26313,13
26318,21
26319,10
26320,57
26321,19
26323,6
26324,29
26327,28
26329,1
26332,40
26333,40
26334,29
26337,51
26339,18
26340,9
26341,37
26343,23
26344,9
26346,48
26347,56
26348,13
26349,57
26350,15
26352,7
26353,12
26355,23
26358,9
26362,26
26363,20
26364,6
26366,1
26367,51
26368,25
26369,16
26370,46
26371,42
26374,10
26375,7
26376,11
26379,32
26380,37
26384,15
26389,47
26391,3
26392,20
26393,51
26397,17
26398,38
26399,17
26400,26
26404,19
26405,1
26406,44
26408,10
26409,12
26410,30
26412,6
26415,8
26418,16
26419,6
26421,14
26425,0
26426,50
26428,24
26429,37
26432,38
26435,54
26438,2
26439,11
26440,16
26442,34
26443,34
26444,10
26446,37
26447,23
26449,5
26451,10
26453,16
26455,4
26456,11
26458,51
26461,9
26462,48
26463,21
26465,5
26466,42
26468,24
26471,12
26472,3
26473,20
26474,35
26478,7
26482,2
26483,17
26485,23
26486,34
26487,19
26488,8
26489,5
26492,25
26493,39
26494,12
26495,3
26500,21
26501,10
26506,19
26509,36
26510,23
26512,29
26513,37
26514,1
26515,11
26516,52
26520,57
26522,20
26524,50
26525,56
26526,6
26528,11
26529,28
26531,20
26532,1
26535,41
26536,38
26538,51
26539,26
26542,18
26543,13
26547,38
26551,54
26553,41
26554,26
26555,1
26557,31
26559,32
26561,43
26562,49
26565,2
26567,57
26572,18
26576,53
26577,26
26582,11
26585,28
26586,1
26588,30
26589,25
26590,18
26592,8
26595,16
26596,27
26598,1
26600,36
26601,44
26602,35
26607,0
26608,55
26610,1
26611,54
26612,32
26614,58
26615,24
26618,48
26619,14
26620,36
26629,19
26630,15
26632,39
26633,4
26634,11
26635,53
26638,4
26640,42
26641,22
26642,7
26643,45
26645,13
26646,53
26647,56
26649,35
26650,13
26651,3
26652,12
26654,38
26656,4
26657,60
26660,12
26662,58
26663,18
26665,19
26668,18
26669,59
26670,4
26671,42
26673,28
26674,30
26676,16
26677,6
26678,43
26679,3
26680,20
26681,8
26682,47
26684,1
26685,27
26686,39
26690,15
26692,39
26695,37
26696,6
26697,41
26701,45
26702,4
26703,17
26707,60
26709,17
26714,25
26716,1
26719,51
26721,19
26722,55
26723,11
26724,7
26727,48
26730,17
26731,9
26733,24
26734,9
26736,41
26740,13
26745,20
26746,23
26748,21
26749,29
26750,18
26751,53
26752,51
26753,31
26754,23
26756,15
26760,47
26761,2
26763,16
26766,7
26768,51
26769,46
26770,31
26772,2
26773,39
26776,37
26779,23
26784,19
26785,26
26786,39
26787,44
26788,53
26789,37
26790,25
26791,51
26797,5
26798,10
26799,31
26800,54
26801,3
26803,2
26805,24
26807,19
26808,1
26813,32
26814,32
26817,34
26818,58
26820,54
26821,58
26822,0
26823,56
26824,33
26825,59
26826,8
26829,3
26830,58
26831,8
26835,50
26836,41
26837,50
26838,47
26839,21
26840,48
26841,26
26842,8
26845,30
26846,34
26848,50
26851,44
26852,60
26853,17
26854,21
26855,60
26857,1
26858,19
26860,46
26861,9
26862,53
26863,3
26864,1
26868,14
26869,30
26873,53
26874,4
26877,13
26878,46
26879,3
26880,23
26881,59
26883,20
26886,41
26888,4
26890,18
26891,22
26892,51
26894,4
26896,21
26898,45
26899,56
26900,6
26901,46
26904,35
26908,46
26909,42
26914,21
26915,40
26916,10
26917,46
26918,23
26919,21
26920,10
26921,6
26926,47
26927,18
26928,59
26930,30
26931,19
26933,50
26934,23
26936,59
26937,33
26939,29
26942,19
26943,1
26944,40
26947,45
26948,31
26949,7
26950,4
26953,14
26954,50
26956,46
26959,46
26961,42
26962,12
26963,48
26965,32
26967,7
26968,42
26969,34
26970,2
26972,11
26973,59
26974,26
26978,24
26983,8
26985,11
26993,41
26996,16
26999,15
27000,60
27001,29
27002,39
27004,9
27005,34
27009,33
27010,7
27011,9
27016,26
27018,21
27019,21
27020,14
27021,39
27022,50
27023,32
27025,7
27026,3
27027,26
27029,48
27031,22
27032,57
27035,48
27037,52
27039,17
27040,51
27041,38
27043,45
27044,41
27045,37
27046,15
27050,19
27051,22
27053,3
27057,50
27058,25
27059,31
27063,11
27064,23
27066,47
27068,30
27070,7
27071,32
27074,50
27076,9
27077,53
27078,59
27079,3
27081,0
27084,7
27087,52
27088,2
27089,1
27090,20
27093,23
27094,58
27096,5
27098,32
27099,56
27104,1
27105,37
27106,16
27107,12
27111,40
27113,50
27114,51
27115,23
27116,18
27117,47
27119,36
27120,17
27121,36
27123,9
27126,60
27129,9
27130,13
27135,43
27137,44
27138,55
27139,16
27141,44
27144,33
27145,10
27149,8
27151,40
27152,27
27153,55
27154,60
27156,58
27157,23
27160,8
27161,42
27162,15
27163,15
27165,27
27166,16
27167,43
27169,13
27170,44
27171,15
27173,17
27174,41
27180,7
27181,37
27187,35
27189,26
27190,53
27191,7
27192,52
27193,0
27194,15
27195,31
27197,24
27199,51
27200,31
27201,37
27202,2
27203,29
27205,33
27207,20
27209,20
27210,29
27214,26
27217,5
27218,44
27220,6
27221,35
27224,56
27225,3
27226,21
27227,57
27229,11
27231,24
27233,3
27239,18
27240,10
27242,37
27243,28
27244,51
27245,2
27247,14
27250,58
27253,33
27257,26
27258,17
27263,41
27265,13
27266,21
27269,50
27270,45
27271,50
27272,33
27273,3
27274,45
27275,38
27277,46
27278,2
27281,44
27285,1
27286,43
27287,19
27288,4
27289,17
27290,27
27291,5
27293,14
27295,11
27296,60
27298,0
27299,34
27301,21
27302,32
27303,20
27307,38
27308,28
27309,17
27315,32
27316,6
27320,2
27322,6
27323,2
27325,44
27330,12
27331,33
27332,8
27333,54
27334,22
27335,44
27336,33
27338,46
27339,40
27340,6
27341,49
27342,2
27343,2
27345,16
27346,54
27347,10
27350,1
27351,45
27352,7
27354,56
27360,46
27361,11
27362,48
27363,17
27366,19
27367,41
27371,44
27373,10
27374,49
27377,2
27379,20
27381,8
27382,11
27385,9
27386,0
27389,33
27391,8
27392,31
27393,7
27395,25
27396,7
27397,9
27398,29
27399,27
27400,34
27401,45
27403,44
27407,47
27408,47
27409,25
27411,6
27414,14
27415,51
27416,32
27418,46
27421,1
27423,38
27424,4
27429,2
27431,11
27432,18
27437,1
27439,17
27441,38
27442,55
27444,14
27445,38
27447,24
27450,35
27454,45
27455,16
27456,39
27457,14
27458,1
27459,27
27460,20
27462,19
27465,21
27466,39
27468,36
27471,11
27472,28
27473,16
27477,41
27479,32
27480,11
27481,4
27483,1
27484,20
27485,41
27486,30
27490,52
27491,4
27492,43
27494,2
27495,4
27496,51
27497,34
27498,1
27500,33
27501,40
27502,35
27505,1
27506,16
27511,8
27513,28
27514,13
27515,36
27519,38
27521,26
27522,47
27526,7
27530,8
27532,5
27534,31
27535,19
27536,4
27537,4
27538,3
27539,3
27543,55
27544,29
27546,45
27548,48
27549,21
27550,9
27552,2
27555,35
27556,14
27557,25
27558,12
27562,15
27564,8
27565,14
27567,6
27568,6
27569,54
27571,33
27572,6
27575,30
27579,9
27581,8
27583,5
27586,2
27587,32
27588,48
27592,0
27599,32
27600,22
27601,42
27602,23
27603,2
27604,27
27605,33
27606,18
27608,23
27613,37
27615,2
27621,26
27623,44
27624,20
27626,14
27631,36
27632,15
27633,12
27634,29
27636,37
27638,7
27639,59
27641,15
27645,4
27646,14
27647,56
27650,16
27653,20
27654,10
27655,42
27657,51
27658,52
27659,21
27661,42
27662,31
27665,3
27667,23
27668,34
27669,60
27670,7
27671,47
27672,56
27673,17
27674,12
27678,19
27679,10
27680,35
27684,32
27685,3
27686,45
27687,34
27689,33
27691,14
27692,11
27693,53
27698,2
27699,29
27702,24
27704,38
27710,38
27715,28
27716,19
27719,17
27720,26
27724,2
27725,42
27726,2
27728,37
27729,5
27732,28
27734,13
27737,24
27739,5
27740,55
27742,59
27743,59
27745,45
27746,11
27749,33
27760,2
27761,28
27762,14
27763,40
27765,12
27773,4
27776,36
27777,8
27783,25
27784,36
27785,23
27788,2
27792,34
27798,51
27801,29
27802,20
27805,39
27806,38
27809,9
27810,3
27811,15
27813,29
27816,12
27818,48
27820,2
27822,13
27823,1
27825,46
27826,42
27827,57
27830,41
27832,8
27833,34
27841,42
27845,20
27848,42
27849,28
27853,24
27855,33
27862,44
27865,41
27866,52
27867,10
27870,7
27871,25
27878,6
27879,33
27880,25
27882,5
27883,13
27889,43
27890,14
27891,53
27892,47
27893,3
27895,2
27896,18
27898,14
27899,7
27900,15
27902,24
27903,1
27905,51
27906,55
27907,51
27908,25
27909,10
27911,7
27912,26
27913,16
27917,46
27918,2
27920,32
27921,11
27922,23
27923,4
27925,12
27930,21
27932,49
27934,30
27939,43
27943,15
27944,53
27945,16
27951,1
27953,30
27954,25
27958,13
27960,23
27961,32
27962,4
27964,13
27967,53
27968,26
27971,11
27973,15
27976,18
27977,1
27978,42
27979,15
27980,27
27982,39
27983,22
27985,14
27986,33
27987,11
27988,59
27990,45
27991,7
27992,15
27996,42
27997,32
27999,54
28000,58
28001,39
28002,17
28003,28
28007,7
28009,1
28010,28
28011,54
28014,4
28015,24
28018,42
28019,57
28022,31
28023,21
28025,40
28030,28
28031,1
28033,18
28034,30
28035,5
28036,35
28037,31
28038,51
28041,60
28043,2
28044,41
28045,13
28046,17
28048,24
28049,40
28050,10
28051,25
28052,39
28054,32
28055,58
28056,29
28057,5
28058,60
28061,10
28062,44
28068,35
28069,29
28071,17
28072,49
28073,13
28075,28
28076,60
28077,45
28078,37
28080,2
28082,12
28085,24
28087,52
28090,35
28095,16
28097,7
28098,34
28099,37
28100,1
28103,4
28104,22
28107,58
28108,23
28109,6
28114,32
28116,59
28117,58
28122,55
28123,27
28126,30
28127,2
28129,15
28131,1
28134,42
28135,27
28136,41
28138,14
28142,9
28143,33
28145,6
28148,6
28150,10
28153,24
28154,11
28158,38
28159,4
28160,28
28161,13
28164,17
28165,19
28167,4
28169,46
28170,7
28171,26
28178,36
28179,15
28180,10
28183,20
28185,33
28186,5
28188,49
28189,19
28195,20
28198,29
28199,25
28200,17
28201,13
28202,29
28203,26
28207,20
28208,9
28209,2
28212,22
28214,19
28216,6
28220,58
28223,28
28232,33
28234,33
28238,21
28241,32
28242,7
28243,59
28246,28
28248,55
28249,19
28250,26
28251,15
28253,11
28255,55
28257,12
28258,32
28259,20
28260,58
28262,8
28263,11
28264,19
28265,49
28267,56
28272,2
28273,2
28275,13
28278,46
28279,50
28280,27
28281,10
28282,31
28287,23
28288,44
28290,35
28291,55
28293,16
28296,17
28298,50
28299,60
28302,30
28303,19
28305,30
28307,52
28308,6
28311,53
28312,44
28313,28
28315,54
28317,31
28319,17
28321,2
28323,5
28324,38
28325,18
28326,12
28328,15
28329,13
28330,0
28333,50
28337,19
28339,52
28340,49
28341,25
28344,11
28345,36
28346,33
28348,38
28351,24
28355,6
28356,46
28357,29
28358,24
28359,36
28360,57
28363,22
28365,10
28366,2
28371,45
28375,60
28379,54
28380,29
28381,21
28382,26
28385,2
28387,39
28389,17
28391,35
28392,37
28393,18
28394,3
28395,31
28396,14
28400,4
28401,23
28405,22
28406,32
28408,7
28409,23
28410,27
28411,30
28415,7
28417,24
28418,59
28419,33
28422,39
28423,21
28424,8
28425,29
28427,18
28428,21
28429,42
28436,26
28437,26
28439,20
28440,40
28441,15
28442,2
28446,15
28447,7
28448,2
28449,21
28450,28
28453,31
28456,9
28458,18
28462,11
28463,1
28464,54
28466,24
28467,1
28468,11
28470,30
28471,33
28473,32
28474,22
28479,60
28481,50
28483,17
28484,60
28485,35
28487,12
28488,13
28489,2
28490,29
28493,29
28494,8
28495,37
28498,9
28500,36
28502,56
28504,33
28505,29
28506,3
28507,26
28509,41
28513,17
28515,3
28516,36
28518,57
28522,16
28523,56
28524,12
28527,33
28529,59
28530,43
28532,4
28533,37
28535,10
28536,27
28539,34
28540,42
28543,37
28544,43
28545,11
28549,39
28551,28
28553,34
28557,1
28559,44
28560,24
28561,7
28564,29
28565,47
28567,55
28569,7
28572,5
28576,32
28577,20
28578,12
28582,7
28585,31
28586,19
28587,57
28588,31
28591,50
28592,25
28594,36
28601,28
28602,28
28603,2
28604,17
28605,29
28608,43
28610,46
28613,50
28615,30
28616,4
28618,2
28620,2
28621,43
28628,30
28629,17
28631,43
28632,42
28633,20
28634,58
28639,45
28640,36
28642,30
28644,2
28646,24
28647,56
28650,6
28651,48
28652,16
28653,27
28661,59
28662,38
28663,53
28664,60
28665,56
28675,37
28678,48
28679,43
28680,55
28684,22
28686,57
28689,42
28691,26
28692,6
28693,23
28694,35
28696,16
28698,34
28701,38
28703,32
28705,41
28706,32
28707,5
28710,42
28712,21
28714,41
28717,51
28718,10
28719,52
28722,42
28726,28
28728,44
28735,54
28736,25
28738,13
28743,56
28744,10
28745,49
28746,11
28748,19
28749,38
28750,43
28751,42
28758,8
28761,28
28763,21
28767,7
28772,20
28779,29
28781,44
28782,2
28784,33
28788,57
28789,44
28790,20
28791,7
28792,25
28795,27
28798,39
28800,14
28802,16
28803,11
28804,10
28805,53
28809,5
28814,5
28815,15
28818,11
28819,33
28822,10
28823,42
28826,10
28827,22
28829,5
28830,17
28833,16
28834,18
28835,36
28837,13
28839,5
28841,57
28842,44
28843,31
28844,20
28849,10
28851,23
28855,53
28857,13
28858,14
28859,45
28861,48
28863,20
28864,24
28865,2
28866,55
28867,60
28869,164
28872,32
28879,44
28882,22
28883,26
28885,45
28888,7
28889,31
28891,54
28892,29
28893,22
28894,9
28896,41
28898,6
28903,49
28905,37
28906,59
28908,23
28910,16
28912,9
28913,1
28917,54
28920,45
28921,46
28922,2
28923,15
28924,2
28925,4
28926,56
28928,11
28929,26
28930,21
28932,35
28933,1
28935,1
28936,3
28938,24
28941,60
28943,18
28944,51
28945,21
28947,37
28948,41
28951,10
28956,2
28957,38
28959,34
28961,32
28962,36
28963,16
28964,21
28965,32
28966,21
28967,36
28970,23
28977,41
28978,52
28981,3
28982,40
28984,54
28985,18
28987,33
28990,52
28991,0
28996,16
29000,12
29001,35
29003,33
29004,2
29005,33
29007,57
29015,17
29017,13
29018,28
29019,41
29023,4
29027,20
29028,36
29031,11
29032,22
29033,5
29034,29
29035,11
29036,25
29041,59
29044,58
29048,51
29049,41
29051,6
29054,8
29056,17
29057,16
29058,7
29060,33
29061,42
29063,30
29065,54
29067,3
29070,12
29073,5
29074,30
29075,23
29077,19
29078,2
29079,33
29080,40
29082,20
29084,13
29085,44
29087,26
29089,27
29093,21
29094,30
29099,6
29101,55
29103,43
29105,4
29106,7
29108,23
29113,2
29114,44
29115,3
29120,11
29121,6
29123,59
29124,19
29125,4
29126,7
29127,14
29131,12
29133,55
29134,19
29136,40
29138,8
29139,8
29143,1
29148,49
29152,31
29155,2
29157,16
29158,22
29159,30
29161,2
29162,12
29164,30
29165,25
29167,40
29172,24
29174,11
29178,5
29179,55
29182,59
29185,4
29186,16
29190,35
29191,3
29192,39
29193,58
29197,52
29198,27
29199,21
29201,59
29203,14
29205,8
29207,30
29210,14
29213,56
29215,24
29219,15
29220,8
29224,21
29225,20
29227,38
29228,18
29232,2
29233,58
29235,24
29236,7
29238,2
29240,54
29242,39
29244,40
29247,1
29254,52
29257,1
29258,5
29262,59
29265,15
29266,40
29268,56
29271,8
29272,2
29274,44
29277,5
29279,26
29281,25
29283,41
29285,50
29286,28
29287,3
29288,0
29289,44
29293,23
29295,1
29298,26
29300,23
29303,42
29308,52
29309,30
29311,27
29312,18
29313,10
29314,1
29315,21
29316,28
29318,28
29319,19
29323,9
29324,36
29327,38
29330,53
29331,14
29332,58
29333,36
29335,5
29338,41
29340,39
29341,27
29342,58
29347,6
29352,21
29354,16
29360,5
29361,51
29362,9
29368,9
29369,7
29370,6
29371,21
29377,24
29380,17
29384,46
29386,1
29388,5
29389,59
29390,20
29393,11
29394,29
29395,30
29396,29
29398,41
29399,19
29400,54
29401,2
29402,22
29403,0
29407,52
29408,19
29409,25
29410,13
29412,50
29417,36
29419,20
29421,50
29423,31
29424,9
29427,29
29428,51
29429,56
29430,24
29431,21
29434,7
29438,28
29440,30
29442,20
29444,1
29448,32
29449,18
29450,15
29452,14
29453,25
29455,15
29456,4
29458,55
29460,47
29461,15
29464,21
29465,8
29466,8
29469,30
29470,58
29471,6
29472,50
29473,10
29477,3
29478,3
29481,23
29482,38
29487,59
29488,4
29489,10
29490,14
29493,5
29494,6
29496,36
29498,13
29499,13
29500,17
29502,22
29503,5
29504,11
29505,30
29506,51
29508,6
29513,18
29514,11
29515,15
29519,25
29521,18
29523,17
29524,8
29528,36
29531,10
29533,29
29534,5
29535,57
29537,1
29538,39
29540,22
29541,30
29542,13
29544,59
29546,33
29547,2
29550,48
29551,19
29554,36
29556,35
29558,44
29559,12
29561,44
29563,36
29569,0
29570,26
29572,14
29573,48
29576,6
29579,2
29580,22
29581,60
29582,59
29584,52
29585,11
29586,57
29587,15
29588,8
29589,12
29592,36
29593,15
29594,37
29595,49
29596,42
29597,28
29598,31
29599,2
29605,53
29606,1
29608,45
29609,52
29610,37
29612,44
29615,57
29616,2
29618,12
29620,3
29621,47
29624,13
29626,20
29629,35
29631,43
29632,24
29634,50
29636,45
29637,18
29638,59
29641,41
29642,37
29643,6
29653,11
29654,32
29656,52
29661,14
29662,19
29664,4
29667,33
29669,38
29670,6
29673,34
29674,2
29677,34
29681,17
29683,9
29685,10
29686,34
29687,59
29689,11
29693,54
29698,47
29702,7
29703,45
29707,12
29711,19
29713,15
29715,17
29717,29
29719,18
29721,27
29722,23
29723,2
29724,9
29725,3
29726,32
29728,8
29731,46
29734,6
29735,38
29736,24
29737,5
29738,17
29739,15
29740,11
29741,55
29751,57
29752,2
29753,4
29754,17
29757,25
29759,51
29765,3
29766,8
29767,46
29768,41
29769,41
29771,45
29777,22
29778,56
29782,12
29783,14
29784,45
29785,9
29789,60
29790,43
29791,40
29792,9
29793,6
29794,36
29796,58
29798,10
29802,58
29804,14
29807,47
29808,1
29809,7
29810,37
29813,7
29815,21
29819,47
29821,34
29824,8
29828,42
29830,32
29832,4
29834,1
29838,35
29839,28
29840,44
29841,13
29846,40
29848,3
29849,7
29851,17
29852,7
29853,15
29855,40
29859,50
29860,14
29861,57
29863,16
29864,43
29865,15
29867,59
29868,22
29873,34
29874,46
29876,10
29877,6
29880,31
29881,29
29883,26
29885,4
29888,21
29889,60
29891,16
29892,44
29893,22
29894,19
29897,54
29898,22
29899,2
29901,10
29902,11
29903,38
29905,7
29906,1
29909,26
29912,2
29913,38
29915,20
29916,14
29918,23
29924,14
29925,47
29926,51
29927,2
29930,17
29933,48
29934,10
29935,56
29936,25
29937,23
29938,23
29940,11
29941,18
29942,20
29943,17
29945,4
29946,10
29947,19
29951,40
29952,32
29953,3
29955,11
29958,11
29961,29
29962,37
29963,49
29967,16
29968,5
29970,60
29971,36
29976,22
29980,52
29981,55
29983,19
29984,12
29985,44
29987,52
29988,0
29989,54
29990,45
29991,34
29992,19
29994,25
29995,15
29996,20
29997,56
29998,31
29999,45
30003,52
30004,21
30005,38
30007,53
30008,56
30009,33
30010,42
30012,56
30016,59
30017,49
30018,11
30020,26
30023,1
30026,6
30032,31
30033,37
30034,3
30035,38
30036,32
30037,22
30040,41
30041,3
30043,41
30044,57
30047,33
30049,7
30050,16
30051,28
30052,28
30053,56
30057,45
30059,11
30060,18
30062,31
30069,40
30070,21
30072,15
30073,7
30074,57
30075,21
30077,60
30080,18
30085,37
30086,42
30087,16
30088,46
30090,25
30091,59
30092,17
30093,2
30094,25
30095,19
30096,7
30099,17
30100,2
30102,34
30104,37
30107,19
30108,6
30112,50
30113,30
30114,4
30116,25
30117,30
30118,2
30120,27
30121,28
30122,44
30124,26
30125,37
30126,18
30131,37
30134,30
30139,5
30141,31
30145,33
30146,7
30149,18
30154,31
30157,2
30160,2
30161,19
30162,37
30163,48
30164,39
30165,39
30167,26
30168,8
30169,18
30171,29
30172,21
30173,5
30174,41
30175,59
30178,29
30180,55
30182,13
30184,4
30186,8
30187,41
30189,7
30190,51
30191,25
30192,53
30193,60
30195,55
30196,12
30198,8
30199,19
30203,14
30205,57
30207,34
30210,54
30211,30
30212,38
30214,13
30215,9
30217,34
30218,16
30219,3
30221,48
30222,8
30226,38
30228,46
30230,23
30232,56
30234,3
30241,40
30244,48
30245,56
30247,10
30249,25
30250,11
30252,52
30254,19
30258,4
30259,2
30261,31
30262,6
30265,27
30267,56
30270,16
30273,10
30274,4
30277,22
30279,34
30280,7
30281,34
30282,55
30283,5
30286,15
30288,10
30289,40
30290,46
30293,2
30296,54
30297,57
30300,11
30302,15
30305,41
30306,1
30307,4
30308,27
30309,14
30312,4
30314,33
30316,36
30319,18
30320,30
30321,27
30324,36
30325,53
30327,1
30329,16
30333,21
30337,30
30338,19
30340,48
30341,14
30343,12
30345,2
30346,9
30347,12
30348,8
30352,11
30354,21
30355,38
30357,3
30358,32
30359,60
30362,18
30363,36
30364,39
30365,20
30366,54
30368,7
30370,20
30371,27
30374,21
30375,42
30376,32
30377,8
30379,34
30380,43
30383,35
30384,44
30385,47
30386,15
30387,6
30393,55
30395,26
30396,34
30398,54
30401,22
30402,19
30403,3
30404,6
30407,8
30409,6
30410,17
30414,51
30417,11
30418,19
30419,19
30420,9
30422,1
30423,10
30426,46
30427,60
30433,22
30434,33
30436,8
30437,34
30440,41
30441,21
30443,58
30444,23
30445,54
30451,38
30455,30
30458,29
30462,3
30466,18
30469,34
30472,43
30476,11
30477,50
30479,4
30487,1
30488,22
30490,42
30491,30
30492,48
30494,2
30495,6
30496,10
30497,13
30499,10
30505,11
30508,14
30509,17
30510,60
30513,35
30514,30
30515,23
30518,30
30519,31
30520,2
30521,48
30522,30
30524,5
30525,7
30526,34
30529,9
30530,3
30531,14
30535,48
30538,11
30539,4
30540,6
30541,58
30542,36
30544,52
30545,42
30546,31
30547,50
30548,46
30553,40
30554,51
30555,13
30558,9
30559,53
30560,1
30562,11
30564,4
30566,2
30568,53
30569,40
30570,31
30571,33
30573,6
30575,3
30576,0
30579,47
30580,35
30581,30
30582,23
30583,48
30584,1
30585,46
30586,21
30590,55
30592,10
30593,25
30596,23
30598,50
30599,30
30601,60
30602,25
30604,24
30605,53
30606,9
30607,36
30609,55
30611,34
30612,14
30617,39
30618,47
30620,52
30621,6
30624,12
30626,56
30627,12
30630,18
30631,50
30632,25
30633,38
30636,14
30637,3
30638,33
30642,32
30644,10
30646,6
30647,11
30650,30
30651,4
30653,12
30655,54
30656,10
30657,42
30658,15
30662,24
30665,13
30669,45
30670,55
30672,58
30674,22
30675,3
30678,12
30679,20
30682,45
30683,52
30684,24
30686,3
30687,46
30688,33
30693,43
30694,28
30695,46
30697,55
30701,27
30705,43
30706,3
30708,32
30714,21
30715,55
30720,26
30721,5
30723,13
30724,15
30725,29
30728,18
30729,7
30732,45
30735,1
30740,40
30742,19
30743,46
30746,49
30751,14
30753,45
30754,1
30758,59
30761,26
30763,21
30767,14
30768,37
30771,30
30773,46
30774,12
30775,22
30776,43
30778,46
30781,37
30782,7
30783,24
30784,43
30785,42
30787,32
30789,44
30790,42
30791,2
30793,20
30794,35
30795,48
30797,47
30798,53
30800,18
30801,20
30803,7
30804,47
30805,5
30809,45
30810,9
30816,1
30817,55
30818,25
30819,19
30820,27
30823,30
30825,51
30826,25
30827,23
30833,4
30836,23
30838,29
30839,12
30842,13
30844,15
30846,1
30849,45
30851,31
30854,4
30855,1
30856,11
30857,17
30859,15
30861,10
30863,12
30864,59
30866,35
30867,58
30868,17
30870,56
30871,29
30872,30
30874,36
30875,19
30879,3
30880,40
30881,1
30882,4
30883,46
30886,38
30888,6
30889,31
30891,15
30892,34
30893,9
30894,54
30901,41
30903,42
30905,21
30909,7
30910,0
30911,27
30912,42
30916,9
30918,56
30924,6
30925,59
30929,35
30930,37
30932,29
30933,2
30934,3
30935,32
30937,12
30938,30
30939,54
30941,5
30942,42
30943,25
30945,0
30951,43
30952,7
30953,33
30955,27
30958,31
30959,24
30960,42
30962,53
30963,16
30965,7
30966,49
30969,25
30975,35
30976,43
30979,8
30985,19
30986,9
30987,16
30989,56
30991,23
30993,42
30994,36
30996,28
30997,36
30998,44
31000,34
31003,37
31004,38
31006,17
31017,53
31018,3
31020,8
31022,0
31023,28
31024,28
31025,21
31027,49
31031,24
31033,7
31034,50
31035,48
31037,38
31038,38
31039,27
31042,52
31045,44
31046,21
31047,35
31049,35
31050,11
31054,51
31056,52
31057,7
31058,38
31059,9
31060,21
31061,21
31066,19
31067,8
31068,8
31076,36
31079,13
31081,37
31083,15
31085,27
31086,29
31088,39
31089,20
31090,35
31091,23
31092,45
31096,19
31098,23
31099,50
31101,21
31106,20
31107,25
31108,34
31109,15
31110,40
31111,20
31112,33
31113,42
31119,34
31122,28
31123,24
31124,10
31127,34
31128,8
31130,43
31133,1
31134,5
31136,14
31139,16
31141,57
31142,26
31143,23
31146,49
31147,12
31148,27
31149,29
31152,3
31153,16
